NB,LATITUDE,LONGITUDE,NAME,NAME_MOD,AUTH_ANC,AUTH_MOD,COUNTRY,AM,PP,RE,BW,QU,MO,CN,SL,SH,PH,CO
2396,32.503433,34.888132,"Caesarea, Césarée, Acé, Sebastos with Drusion lighthouse","Caesarea Maritima, Roman port of Herod","Josephus Flavius, Guerre, 1, 21 & Antiquités, 2, 2 & 15, 9, Luc, Actes, 18.22 & 21.8 ; Strabo, Geogr, 16, 4","Carayon, Lehmann, Cohen, Flemming, Blackman, Loven, Christiansen",Israel,a,,rs,X,X,,,,X?,X,
2397,32.444345,34.876328,port of Burgatha ? ,Giv’at Olga,,BAtlas,Israel,m,,,,,,,,,,
2398,32.402318,34.866152,,Tel Mikhmoret ,,"Carayon, Flemming",Israel,m,,r,,,,X,,,,
2399,32.356584,34.853340,Natapia near Netanya ,Natapia near Netanya ,,BAtlas,Israel,m,,,,,,,,,,
2400,32.195808,34.805914,"Apollonia, Sozousa ",Arsuf,,"Carayon, Cohen, Flemming",Israel,m,,,,,,,,,,
2401,32.161549,34.790184,,Tel Michal and Tel Makmish near Herzliya Marina,,"Carayon, Flemming",Israel,m,,,,,,,,,,
2402,32.054303,34.756943,"Joppe, Iope, ",Jaffa,"Strabo, Geogr, 16, 2","Carayon, Lehmann, Flemming",Israel,a,,,,,,,,,,
2403,31.771811,34.615269,"Azot, Azotos Paralios ",Ashdod,"Mela, Geogr, 1, 10",Flemming,Israel,a,,,,,,,,,,
2404,31.671562,34.547180,Maioma Ascalonitis ,near Ashkelon,,"BAtlas, Flemming",Israel,m,,,,,,,,,,
2405,31.658725,34.539878,Ascalon ,near Ashqelon,"Strabo, Geogr, 16, 2 ; Scylax, Peripl","Carayon, Flemming",Israel,a,,,,,,,,,,
2406,31.552390,34.452906,"Anthedon, Agrippias ",Khirbet Teda 3 km North of Gaza City,,"Cohen, Flemming",Israel,m,,,,,,,,,,
2407,31.499829,34.405132,"Cadytis, Seleukeia Gaza, Gazeorum, Jenysus, Ienysos, Constantia, Neapolis ",the port seems to be 4 km South of Gaza City,"Herodotus, Hist, 3, 5 ; Diodorus, Hist, 20, 74 ; Ptol, Geogr, 5, 16","Cohen, RE",Israel,a,,,,,,,,,,
2408,31.329532,34.210501,Raphia ,Rafah,"Diodorus, Hist, 20, 74",,Israel,a,,,,,,,,,,
2409,29.930766,32.533768,"Arsinoe, Cleopatris, Port Daneon, Klysma, Clysina ",Suez,"Pliny, Hist Nat, 6, 33","Cohen, Barringon",Egypt: G. of Suez,a,,,,,,,,,,
2410,29.898962,32.586399,Phoinikon ,near the power station,,BAtlas,Egypt: G. of Suez,m,,,,,,,,,,
2410.1,29.586916,32.345562,,"Ayn Sukhna, at Portrait Hotel",,Tallet,Egypt: G. of Suez,m,,,,,,,,,,
2411,29.398427,32.805503,Marah ,near Ras Matarma,,BAtlas,Egypt: G. of Suez,m,,,,,,,,,,
2411.1,29.054510,32.635191,,Mersa Thelemet,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2411.2,28.888870,32.680935,,Wadi el-Jarf,,Tallet,Egypt: G. of Suez,m,,rs,X,,,,,,,
2411.3,28.999021,33.155167,,"al-Markha, near Ras Budran",,Tallet,Egypt: G. of Suez,m,,,,,,,,,,
2412,28.232182,33.613616,Rhaithou ,"El Tor, El Tur, Tor harbour",,BAtlas,Egypt: G. of Suez,m,,,,,,,,,,
2413,28.158776,33.660707,,"Tell el Raya, Sheikh Riyah Harbour ",,BAtlas,Egypt: G. of Suez,m,p,,,,,,,,,
2413.1,27.929551,33.893634,,Merset el-Qad Yahya,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2413.2,27.834312,33.583485,,Marsa Zeitiya,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2413.3,27.560379,33.782013,,"Endeavour Harbour, on Geziret Tawila island",,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2413.4,27.492607,33.941979,,"Geziret Shadwan, Shaker island",,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2413.5,27.378552,33.685645,,"Abydos marina, in el Gouna ",,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2414,27.292378,33.729905,Abu Shar ,"Roman fort at the end of the Via Hadriana, between El Gouna and Hurghada",,,Egypt: G. of Suez,m,,,,,,,,,,
2414.1,27.180781,33.837950,,Hurghada,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2414.2,27.041819,33.893311,,Marsa Abu Makhadiq,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2414.3,26.845446,33.978515,,Ras Abu Soma,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2414.4,26.740028,33.956372,,Mina Safaga,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2415,26.628676,33.998750,,Wadi Safaga ,,BAtlas,Egypt: Red Sea,m,,,,,,,,,,
2416,26.572865,34.036597,"Philoteras Portus, Philôtère, port of Aennus ","Marsa Gawasis, 23 km South of Safaga. Pliny speaks of Aennus. Ptolemy locates Phîloteras at 30’ of latitude South of Myos Hormos, which leads near the airport of Marsa Alam. However, modern authors seem to agree to locate this port at Marsa Gawasis near Safaga","Ptol, Geogr, 4, 5","Cohen, Tallet",Egypt: Red Sea,a,,,,,,,,,,
2417,26.252802,34.204719,Arsinoe Troglodytika ,"unlocalized between Philotera and Myos Hormos, perhaps near Kalawy Imperial Resort or Hamrawein ?",,Cohen,Egypt: Red Sea,m,p,,,,,,,,,
2418,26.156644,34.251437,"Myos-Hormos, Aphrodite's port","Quseir al-Qadim, at the Mövenpick hotel, 8 km North of Quseir. Ptolemy locates Myos-Hormos at 3°25’ of latitude North of Berenike, which leads to Hurghada. The Periplus Maris Erythraei indicates that this site is at 1800 stadia, soit 330 km, from Berenike, which would lead near Safaga. However, modern authors agree to locate this port 8 km North of Quseir","Strabo, Geogr, 16, 4 ; Anonym,  Mer Erythr, 1","Cohen, CG",Egypt: Red Sea,a,,,,,,,,,,
2419,25.532429,34.638783,,"Mersa Dabr, Port Ghalib ",,BAtlas,Egypt: Red Sea,m,p,,,,,,,,,
2419.1,25.205046,34.808958,,Marsa Tarafi,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2419.2,25.077653,34.892589,,Marsa Alam,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2419.3,24.961718,34.936523,,Marsa Tundaba,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2420,24.924995,34.964789,Nechesia ,"Marsa Nakari, 18 km South of Marsa Alam","Ptol, Geogr, 4, 5 does not mention the port but locates the place",Cohen,Egypt: Red Sea,a,,,,,,,,,,
2420.1,24.894344,34.990386,,"Ras Dirra, Bir Ghadir",,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2420.2,24.609434,35.115423,,Sharm Luli,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2421,23.908888,35.472852,"Berenice Troglodytika, Berenike, with ancient lighthouse ?","Medinet el-Haras, 4 km South of Berenike inside the gulf of Acathartos and on the Tropic of Cancer. Pliny is more accurate for Bernike as he indicates that there is no shadow at noon on the day of summer solstice, which is the definition of tropic (located at 23°26’ of latitude). The present latitude of Berenike is 23°56’ and it is still a port today","Pliny, Hist Nat, 2, 75 & 6, 26 ; Strabo, Geogr, 16, 4 ; Anonym,  Mer Erythr, 2","Cohen, Christiansen, Mauny",Egypt: Red Sea,a,p,r,,X?,,,,,X?,
2421.1,23.608145,36.196670,"Ophiôdès, Agathonis, Tytis ","Isle of Zabargat, St John’s Island, the island with topaz, off Berenike. The isle of Ophiôdès is well located as it seems to be the only one producing topaz in this area. No good shelter here!","Strabo, Geogr, 16, 4 ; Pliny, Hist Nat, 6, 34",,Egypt: Red Sea,a,,,,,,,,,,
2421.2,23.478978,35.493572,,Bodkin reef,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2421.3,22.956168,35.668514,,"Sharm el Madfa, Marsa Hasa",,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2421.4,22.842591,35.777153,,Marsa Shaab,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2421.5,22.607727,36.260299,,Marsa el Qad,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2421.6,22.497571,36.309290,,Marsa Abu Naam,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2422,22.225003,36.651959,,Marsa Halaib,,AdG,Egypt: Red Sea,m,p,,,,,,,,,
2422.1,21.834019,36.859422,,Khor el Marob,,AdG,Sudan,m,p,,,,,,,,,
2422.2,21.790160,36.865975,,"Marsa Ribda, Marsa Gwilaib",,AdG,Sudan,m,p,,,,,,,,,
2422.3,21.759722,36.871819,,"Khor Abu Asal, Marsa Oseif",,AdG,Sudan,m,p,,,,,,,,,
2422.4,21.686785,36.886603,,Marsa Hamsiat,,AdG,Sudan,m,p,,,,,,,,,
2422.5,21.643104,36.895915,,Marsa Wasi,,AdG,Sudan,m,p,,,,,,,,,
2422.6,21.595219,36.919704,,Marsa Gafatir,,AdG,Sudan,m,p,,,,,,,,,
2422.7,21.489421,36.954236,,"Marsa Abu Imama, Rio Farat",,AdG,Sudan,m,p,,,,,,,,,
2422.8,21.401862,36.987013,,"Marsa Halaka, Khor Dullow, Khor Delwein",,AdG,Sudan,m,p,,,,,,,,,
2422.9,21.349183,37.010724,,"Khor Shinab, Khor Abu Mishmish",,AdG,Sudan,m,p,,,,,,,,,
2423,20.997895,37.181197,Bathus profondus portus ,"Dungunab. Ptolemy locate Bathus (deep port) at 2°50’ of latitude South of Berenike, which leads to the large bay of Dungunab where a huge bay sheltered from the northern waves prevailing in this area is found","Ptol, Geogr, 4, 7",,Sudan,a,,,,,,,,,,
2424,20.781551,37.171810,Dioscuror ,"Marsa Inkeifal? Ptolemy locates Dioscuror at the same place as Bathus, perhaps on the West  side of Jazirat Magarsam island","Ptol, Geogr, 4, 7",,Sudan,a,p,,,,,,,,,
2424.4,20.450287,37.199426,,Marsa Salak,,AdG,Sudan,m,p,,,,,,,,,
2424.5,20.233286,37.198738,,"Marsa Arakiyai, Port Salvadora",,AdG,Sudan,m,p,,,,,,,,,
2424.6,20.035033,37.185976,,"Marsa Fijab, Bahia de Fuca",,AdG,Sudan,m,p,,,,,,,,,
2424.7,19.661469,37.238526,,"Marsa Gwiyai, Port Dradart",,AdG,Sudan,m,p,,,,,,,,,
2424.8,19.609159,37.227475,,"Port Sudan, in Marsa Sheikh Barud",,AdG,Sudan,m,p,,,,,,,,,
2424.9,19.289287,37.328189,,Marsa Ata,,AdG,Sudan,m,p,,,,,,,,,
2425,19.107232,37.338563,"Theon Soterum, Deorum Salutarium, Sôtira ","Suakin ? Ptolemy locates Theon Soterum at 1° of latitude North of Ptolémaïs, which corresponds to Suakin","Ptol, Geogr, 4, 7 ; Strabo, Geogr, 16, 4",CG,Sudan,a,,,,,,,,,,
2425.1,18.875373,37.415795,,Marsa Esh Sheikh Ibrahim,,AdG,Sudan,m,p,,,,,,,,,
2426,18.752900,37.630405,"Evangeliorum, Evangelon ","Mintaka, East of Shubuk Channel, North of Trinkitat ? Ptolémy locates Evangelon at 30’ of latitude North of Ptolémaïs, which corresponds to this bay","Ptol, Geogr, 4, 7",CG,Sudan,a,,,,,,,,,,
2427,18.220925,38.325599,Strato island in bay of Elaea ,"Crazirat Irj, Ibn Abbas island, Bahdur island, in Khor Nawarat","Strabo, Geogr, 16, 4",,Sudan,a,p,,,,,,,,,
2428,18.171197,38.439805,"Ptolemaïs Theron, Ptolemaïs' hunt (for elephants), Epitherias (city founded by Eumedes)","Gazirat Iri, Er Rih island","Anonym,  Mer Erythr, 3","Cohen, Mauny",Sudan,a,p,,,,,,,,,
2429,18.087315,38.692512,Port Melinus ,"Unlocated, near Elaea","Strabo, Geogr, 16, 4",,Sudan,a,,,,,,,,,,
2430,16.538714,40.153202,,Harmil island,,"AdG, Monfreid",Erythrea,m,p,,,,,,,,,
2431,15.773660,39.965538,,"Jimhil, Monfreid's Djumelé?",,"AdG, Monfreid",Erythrea,m,,,,,,,,,,
2431.1,15.718794,39.950491,"Alalaei, Alalaiou",Nokra Deset on the Dahlak islands,"Anonym,  Mer Erythr, 4",Mauny,Erythrea,a,p,,,,,,,,,
2432,15.609814,39.463112,Saba,"Massawa ? Ptolemy locates Saba at 50’ of latitude North of Adulis, which corresponds to Massawa at 15°38’ of latitude North","Strabo, Geogr, 16, 4 ; Ptol, Geogr, 4, 7 does not mention the port but locate the place",,Erythrea,a,p,,,,,,,,,
2432.1,15.461973,39.755615,Orine ,"isle of Dissei, Dessei","Anonym,  Mer Erythr, 4",Mauny,Erythrea,a,p,,,,,,,,,
2433,15.219314,39.690326,"Adulis, Utulis","Zula. The Periplus Maris Erythraei locates Adulis at 3000 stadia (550 km) South of Ptolémaïs inside a South facing bay, which corresponds to Zula at 15°15’ of latitude. Pliny locates it at 5 navigation days from Ptolémaïs, which leads to more or less the same location. This site seems to be accepted by modern authors. It may be noted that Ptolemy is widely mistaken when locating it at 40’ of latitude North of Diré, leads near Assab or Beilul, 400 km further South. It may be noted also that Assab still is a port nowadays, while Beilul does not show any nautical interest (today) except for a cape located about 15 km further East","Procopius, Guerres, 1, 19 ; Anonym,  Mer Erythr, 4 ; Ptol, Geogr, 4, 7 does not mention the port but locates the place","Mauny, Peacock & Blue",Erythrea,a,,,,,,,,,,
2434,15.190066,39.673329,"Isle of Diodore, Gabaza, port of Adulis",island located in the bay of Zula and and now included into the continent under the name « Galala Hills » 6 km South of Zula. Was formerly located by scholars on Perim island.,"Anonym,  Mer Erythr, 25 ; Procopius, Guerres, 1, 19",Peacock & Blue (Mauny),Erythrea,a,,,,,,,,,,
2434.1,15.264342,39.811446,,Melita bay near Ras Nasiracurra,,AdG,Erythrea,m,p,,,,,,,,,
2434.2,15.485589,39.889168,,"Dellemi, Dilemmi island",,"AdG, Monfreid",Erythrea,m,,,,,,,,,,
2434.3,15.106029,40.110639,,Ghelaelo in Howakil bay,,AdG,Erythrea,m,p,,,,,,,,,
2435,14.764969,40.793933,"Antiphilus portus, unnamed ""large bay""","Haualik, Hanfileh, Anfile bay, NW of Tio","Anonym,  Mer Erythr, 5",Mauny,Erythrea,a,p,,,,,,,,,
2435.1,18.382418,38.489277,"Port of Colobônalsos, Cape Colobon ","Tio at Ras Anrata? Ptolemy locates Colobon at 2° of latitude North of Adulis, which does not correspond to any cape or promontary, but Strabo locates it very close to Antiphilus portus, hence Tio might be the right location","Strabo, Geogr, 16, 4 ; Ptol, Geogr, 4, 7 does not mention the port but locate the place",,Sudan,a,,,,,,,,,,
2435.2,13.933478,41.694754,Berenice of Saba,"Eïd, Edd?","Strabo, Geogr, 16, 4",Monfreid,Erythrea,a,,,,,,,,,,
2435.25,13.864934,41.907061,,Mersa Dudo,,AdG,Erythrea,m,p,,,,,,,,,
2435.3,13.643918,42.158692,Pythangelus,"Bera'isole? in Bahir Assoli Bay, could be the port of Pythangelus' hunt (for elephants) located further inland as described by Strabo","Strabo, Geogr, 16, 4",,Erythrea,a,p,,,,,,,,,
2435.4,13.214607,42.526752,,Ras Terma,,AdG,Erythrea,m,p,,,,,,,,,
2435.5,12.973376,42.755433,"Sabae, Sabath",Assab?,"Strabo, Geogr, 16, 4",Monfreid,Erythrea,a,,,,,,,,,,
2435.6,12.859711,42.906101,"Eumenûsalsos, Port of Eumenes","Unlocated, possibly between Saba and Arsinoe","Strabo, Geogr, 16, 4",CG locates it on Orine island,Erythrea,a,,,,,,,,,,
2436,12.717573,43.128954,Arsinoe ,"Ras Dumeira at Rahayta ? Ptolemy locates Arsinoé at 20’ of latitude South of Diré, which corresponds to the lagoon of Godoria on the North coast of Djibouti near 12°09’ of latitude. He nevertheless mentions it North of Diré on his list … which makes some authors think the site is at Ras Dumeira. Monfreid's Raheita","Strabo, Geogr, 16, 4 ; Ptol, Geogr, 4, 7 does not mention the port but locates the place",,Erythrea,a,,,,,,,,,,
2437,12.475917,43.301337,"Cape Dire, Deire, Berenice epi-Dires","Ras Siyan, on the West side of Bab el Mandeb. Cape Diré is located in front of Cape Acila (Murat in Yemen) as Strabo indicates. It is also just in front of the six islands mentioned by Strabo. It provides good shelter against the eastern waves prevailing in this area. The place called Fagal is at 12°27’ of latitude and gives us a reference for locating other ports mentioned by Ptolemy","Strabo, Geogr, 16, 4",,Djibouti,a,,,,,,,,,,
2437.1,11.966177,43.294719,,Obock,,"AdG, Monfreid",Djibouti,m,,,,,,,,,,
2438,11.532763,42.523545,,"Guinni Koma, ile du Diable, inside Ghoubbet el-Karab, Monfreid's Gubet Karab",,"AdG, Monfreid",Djibouti,m,p,,,,,,,,,
2439,11.604033,43.122882,Port d’Isis ,"Djibouti ? The Port of Isis is at ten under oar navigation days (500-1000 km) from Adulis according to Plini, which leads near Djibouti (at 660 km) with its two islands located just in front of the port, as indicated by Plini","Pliny, Hist Nat, 6, 34",,Djibouti,a,p,,,,,,,,,
2440,11.357394,43.471865,"Avalitae, Avalites, Abalites, Aualis ","Zeila in Somalia, 50 km East of Djibouti. Avalites seems to be located with some certainty at Zeila (in Somalia)  on a former island protected by a sand spit.","Ptol, Geogr, 4, 7 ; Anonym,  Mer Erythr, 7",Mauny,Somalia,a,,,,,,,,,,
2441,10.430184,44.994399,Malao ,Berbera,"Ptol, Geogr, 4, 7 ; Anonym,  Mer Erythr, 8",Mauny,Somalia,a,p,,,,,,,,,
2441.1,10.819656,45.859682,,"Khor Shoreh, Shoora",,AdG,Somalia,m,p,,,,,,,,,
2442,10.916142,46.929662,Mundus ,"Xiis, Bandar Hais","Ptol, Geogr, 4, 7; Anonym,  Mer Erythr, 9",Mauny,Somalia,a,,,,,,,,,,
2442.1,11.460242,49.549731,"Mosylium, Mosylon ",Ras Hantara,"Ptol, Geogr, 4, 7; Anonym,  Mer Erythr, 9",Mauny,Somalia,a,,,,,,,,,,
2443,11.503907,49.922637,"Psygmus, Psyglatus","Qandala, Candala","Strabo, Geogr, 16, 4",,Somalia,a,,,,,,,,,,
2443.1,11.697059,50.456437,Daphnon Parvum,"Bandar Muriyeh, Murcaayo"," Anonym,  Mer Erythr, 11",Mauny,Somalia,a,,,,,,,,,,
2444,11.794133,50.520865,Cobe,"Xabo, Abot fort?","Ptol, Geogr, 4, 7",,Somalia,a,p,,,,,,,,,
2445,11.938597,50.633220,"Cape Elephas, Elephantas","Ras Felug, Filuk","Strabo, Geogr, 16, 4 ; Ptol, Geogr, 4, 7 ; Anonym,  Mer Erythr, 11",Mauny,Somalia,a,,,,,,,,,,
2445.1,11.974503,50.755817,"Acana, Acannae, Daphnon Magnum, Cinocephali waters","Ras Alula, Bandar Ululah, Caluula","Strabo, Geogr, 16, 4 ; Anonym,  Mer Erythr, 11 ; Ptol, Geogr, 4, 7",,Somalia,a,p,,,,,,,,,
2446,11.841795,51.257697,"Cape of Spices, Cap des Aromates, Notuceras, Notu-Céras","Cape Guardafui, Ras Asir, Ras Caseyr","Ptol, Geogr, 4, 7 ; Anonym,  Mer Erythr, 12",,Somalia,a,,,,,,,,,,
2446.1,12.455813,53.767352,Dioscoridis  ,"Isle of Socotra, Suqutra","Pliny, Hist Nat, 6, 32; Anonym,  Mer Erythr, 30",,Somalia,a,,,,,,,,,,
2447,11.707206,51.219848,"Cape Tabae, Tabai",Ras Chenarif,"Anonym,  Mer Erythr, 12",Mauny,Somalia,a,,,,,,,,,,
2448,11.158816,51.152049,Pano ,Ras Binna,"Ptol, Geogr, 4, 7 ; Anonym,  Mer Erythr, 13",Mauny,Somalia,a,,,,,,,,,,
2449,10.406115,51.236971,Opone,Ras Hafun,"Strabo, Geogr, 16, 4 ; Ptol, Geogr, 4, 7 ; Anonym,  Mer Erythr, 13",Mauny,Somalia,a,,,,,,,,,,
2450,2.035974,45.348466,Sarapion ,Mogadishu,"Ptol, Geogr, 4, 7 ; Anonym,  Mer Erythr, 15",Mauny,Somalia,a,,,,,,,,,,
2451,1.364975,44.397082,Essina ,near Baraawe and Merka,"Ptol, Geogr, 4, 7",,Somalia,a,,,,,,,,,,
2452,1.111839,44.041541,"Nicon, Nikon","Barawa, Brava","Anonym,  Mer Erythr, 15",Mauny,Somalia,a,,,,,,,,,,
2452.1,-2.314721,41.061293,Pyralaoi insulae,Lamu islands?,"Anonym,  Mer Erythr, 15",Mauny,Kenya,a,,,,,,,,,,
2452.2,-5.131246,39.774188,,Pemba island,,J. Innes Miller (1969),Tanzania,m,,,,,,,,,,
2452.3,-6.120328,39.323565,Menuthias insula,Zanzibar island,"Ptol, Geogr, 4, 7 Anonym,  Mer Erythr, 15","Felix Chami (2002), Mauny",Tanzania,a,,,,,,,,,,
2453,-7.697309,39.363104,"Rhapta, Rapta",R Rufiji,"Ptol, Geogr, 4, 7 Anonym,  Mer Erythr, 16","Felix Chami (2002), Mauny",Tanzania,a,,,,,,,,,,
2453.1,-7.875760,39.782130,,Mafia island,,"Felix Chami (2002), Mauny",Tanzania,m,,,,,,,,,,
2454,29.518877,34.997613,"Aelana, Aila, Elaea, Berenice, Ezion Geber ",Aqaba,"Strabo, Geogr, 16, 4 ; Bible, Rois, 1, 9:26","Cohen, RE, BAtlas",Gulf of Aqaba ,a,,,,,,,,,,
2455,29.462396,34.858839,Iotabe ? ,"Geziret Faraun, Pharaoh's island",,"Carayon, BAtlas",Gulf of Aqaba ,m,,rs,X,,,,,,,X
2456,29.308247,34.937659,Ankale ,near Haql,,BAtlas,Gulf of Aqaba ,m,,,,,,,,,,
2457,28.951398,34.665130,,Nuweiba ,,BAtlas,Gulf of Aqaba ,m,,,,,,,,,,
2458,28.522602,34.795449,,Tayyib al Ism ,,BAtlas,Gulf of Aqaba ,m,,,,,,,,,,
2459,28.517223,34.520897,,"Tell el Mashraba, near Dahab ",,BAtlas,Gulf of Aqaba ,m,,,,,,,,,,
2460,28.475123,34.499527,,El-Kura,,AdG,Gulf of Aqaba ,m,p,,,,,,,,,
2461,28.401525,34.733709,Makna ,near Magna,,BAtlas,Gulf of Aqaba ,m,,,,,,,,,,
2461.1,27.859351,34.291968,,Sharm el-Sheikh,,AdG,Gulf of Aqaba ,m,p,,,,,,,,,
2462,27.946294,34.568179,Isle of sea-calves (dugongs ?),"Tiran and Sanafir islands, at the entrance of the gulf of Aqaba ?","Diodorus, Hist, 3, 20 & 21",,Gulf of Aqaba ,a,,,,,,,,,,
2463,28.043888,35.198053,"Leuke Kome, Leucos Limen, Albus Portus, Onne ? ","bay of Aynunah near Al Khuraybah at 28°03’ of latitude ? Ptolemy locates Leucos at 2°10’ of latitude North of Berenike, but that is on the other side of the Red Sea ! Leucos is not on the African side but on the Arabian side of the Red Sea. The road to Petra starts there. Bob Lebling locates the port at Sharm Yanbu, also known as Charmuthas (in front of Berenike, 15 km North of Yanbu)","Ptol, Geogr, 4, 5 ; Strabo, Geogr, 16, 4 ; Anonym,  Mer Erythr, 20","Cohen, Lebling, CG, BAtlas",Saudi Arab: Red S.,a,,,,,,,,,,
2464,27.664061,35.470311,Modiana ? ,Al Muwaylih,,BAtlas,Saudi Arab: Red S.,m,,,,,,,,,,
2464.1,27.621703,35.520983,,"Sharm Yahar, Al Harr",,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2465,27.338005,35.690573,"Dabba, Modiana ? ","Dhuba, Duba",,"RE, BAtlas",Saudi Arab: Red S.,m,,,,,,,,,,
2465.1,26.642814,36.219316,,Sharm Dumaygh,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2466,26.592356,36.250995,Hippos Kome ,Sharm Antar,,BAtlas,Saudi Arab: Red S.,m,p,,,,,,,,,
2467,26.220406,36.453470,Egra and Phoinikon Kome ,Sharm Wejh,,BAtlas,Saudi Arab: Red S.,m,p,,,,,,,,,
2468,26.067422,36.572161,"Ampelone, Akra ? ",Ras Habban,,"Cohen, BAtlas",Saudi Arab: Red S.,m,p,,,,,,,,,
2469,25.897255,36.666013,Raunathou Kome ,near Khurayyim Said,,BAtlas,Saudi Arab: Red S.,m,,,,,,,,,,
2470,25.026467,37.236066,,Al Haura and Umm Lajj ,,BAtlas,Saudi Arab: Red S.,m,,,,,,,,,,
2470.1,24.625872,37.337314,,Sharm Hasy,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2470.2,24.273912,37.673649,,Sharm Al Khawr,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2470.3,24.153229,37.937658,"Charmothas, Charmute ","Sharm Yanbu, 15 km North of Yanbu","Diodorus, Hist, 3, 21 ; Strabo, Geogr, 16, 4",,Saudi Arab: Red S.,a,p,,,,,,,,,
2470.4,24.069980,38.057044,,Yanbu Al Bahr,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2470.5,22.949484,38.888721,,Sherm Rabegh,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2470.6,22.353038,39.084469,,Al Qadimah,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2470.7,22.088061,39.030927,,"Al Jazeerah, near Ras Hatiba",,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2470.8,21.717354,39.098442,,"Sharm Abhur, Bihar",,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471,21.510655,39.142121,,Jeddah,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471.1,20.876416,39.354983,,Abu Shauk,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471.2,20.254632,40.011822,,Marsa Qishran,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471.3,20.168463,40.229582,,Marsa Ibrahim,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471.4,19.773387,40.662476,,Khor al Humara,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471.5,18.213756,41.528807,,Khor al Birk,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471.6,17.067565,42.400691,,Khor al Jaafirah,,AdG,Saudi Arab: Red S.,m,p,,,,,,,,,
2471.7,16.871260,41.587623,,"Saso, Sarso island",,"AdG, Monfreid",Saudi Arab: Red S.,m,p,,,,,,,,,
2471.8,16.836562,41.951117,,"Sajid, on Farasan Zekir island, Monfreid's Séguid",,"AdG, Monfreid",Saudi Arab: Red S.,m,,,,,,,,,,
2472,16.697463,42.104190,Roman naval base in front of Jizan,Khor Farasan? on Farasan Kebir island,,,Saudi Arab: Red S.,m,p,,,,,,,,,
2472.1,16.735157,42.698179,,"Al Madaya, Monfreid's Médy",,"AdG, Monfreid",Saudi Arab: Red S.,m,,,,,,,,,,
2472.2,16.553166,42.060748,,"Dumsuq island, Monfreid's Dumsuk",,"AdG, Monfreid",Saudi Arab: Red S.,m,p,,,,,,,,,
2473,15.540644,41.833664,"Ile Brulée, Burnt island",at-Tair vulcano island NW of Hodeidah?,"Anonym,  Mer Erythr, 20",,Yemen,a,,,,,,,,,,
2473.1,15.519617,42.378796,,"Uqban island, Monfreid's Okban",,"AdG, Monfreid",Yemen,m,p,,,,,,,,,
2473.2,15.333880,42.614084,,Kamaran island,,AdG,Yemen,m,p,,,,,,,,,
2474,14.849609,42.929545,"Bolicas, port of the Himyarites, Homerites, Omerites, in front of Adulis, on the Arabian side","Al Hudaydah, Hodeidah?","Procopius, Guerre Perses, 1, 19",,Yemen,a,,,,,,,,,,
2474.1,14.612720,42.925455,,Mujamila island,,AdG,Yemen,m,p,,,,,,,,,
2474.2,13.881266,42.713688,,"Tongue island, near Monfreid's Zoukour, Zuqar",,"AdG, Monfreid",Yemen,m,p,,,,,,,,,
2475,13.319020,43.225842,"Masala, port of Mouza, Muza ",Mokha,"Ptol, Geogr, 6, 7 ; Pliny, Hist Nat, 2, 75 & 6, 26 ; Anonym,  Mer Erythr, 7 & 24",Mauny,Yemen,a,,,,,,,,,,
